P_id,Proof,P_name,P_type,P_raw,S_id,S_name,S_cui_entrezid,S_SMTY,S_raw,O_id,O_name,O_cui_entrezid,O_SMTY,O_raw
D10632332.P8,"In HCC, 17% of samples displayed a high COX-2 expression, and 37%       of samples expressed COX-2 at a moderate level.",PRODUCES,NOM,"expression,",D10632332.E47,Liver carcinoma,C2239176,neop,HCC,D10632332.E50,PTGS2 gene,5743,aapp,COX-2
D10632332.P9,"Although there was no correlation between       COX-2 expression in HCC and prognosis, a striking difference was found between       COX-2 expression in nontumor tissue and shorter disease-free survival (P =       0.0132).",PART_OF,NOM,expression ,D10632332.E67,PTGS2 gene,5743,gngm,COX-2,D10632332.E68,Liver carcinoma,C2239176,neop,HCC
D10649492.P1,Monochromosome transfer       experiments into colorectal tumour cell lines have provided functional evidence       for a tumour suppressor gene located at 8p22-23.,LOCATION_OF,MOD_HEAD,colorectal tumour cell lines ,D10649492.E14,Colorectal,C0555952,spco,colorectal,D10649492.E15,"Cell Line, Tumor",C0085983,cell,tumour cell lines
D10649492.P2,"One of the genes from this       region that is expressed by our suppressed hybrids is a candidate tumour       suppressor gene, DLC1 (deleted in liver cancer), which has homology to rat       RhoGAP.",PART_OF,MOD_HEAD,rat       RhoGAP.,D10649492.E29,ARHGAP1 gene,392,gngm,RhoGAP,D10649492.E28,Rattus norvegicus,C0034693,mamm,rat
D10649492.P3,"One of the genes from this       region that is expressed by our suppressed hybrids is a candidate tumour       suppressor gene, DLC1 (deleted in liver cancer), which has homology to rat       RhoGAP.",PART_OF,VERB,expressed ,D10649492.E20,Genes,C0017337,gngm,genes,D10649492.E23,Hybrids,C0020205,orgm,hybrids
D10649492.P4,We have delineated the structure of the DLC1 gene and used       single-stranded conformation polymorphism analysis (SSCP) to look for sequence       variants in 126 colorectal and 33 ovarian primary tumours and cell lines.,PART_OF,MOD_HEAD,ovarian primary tumours ,D10649492.E36,primary tumor,C0677930,neop,primary tumours,D10649492.E35,ovarian,C0205065,bpoc,ovarian
D10649492.P5,The delineation of the gene structure allows       mutation analysis of DLC1 in other tumour types for which it remains a candidate        tumour suppressor gene based on its location and homology to rhoGAP.,LOCATION_OF,PREP,on ,D10649492.E65,Anatomic Site,C1515974,blor,location,D10649492.E61,mutation analysis,C0796357,lbpr,mutation analysis
D10660482.P1,"In hereditary hemochromatosis an       increased frequency of the C282Y and, to a lesser extent, of the H63D mutations       has been established, but their role in other conditions associated with iron       overload and their prevalence in the normal population are still under       investigation.",ASSOCIATED_WITH,VERB,associated ,D10660482.E11,HFE gene,3077,gngm,hereditary hemochromatosis,D10660482.E18,Iron Overload,C0282193,dsyn,iron       overload
D10660482.P2,"We sought to determine the presence of such mutations, and their       possible involvement in the multi-step neoplastic transformation of the       hepatocytes, in patients diagnosed with hepatocellular carcinoma, a frequent       complication of iron-induced liver cirrhosis occurring in untreated hereditary       hemochromatosis subjects.",PROCESS_OF,PREP,with ,D10660482.E27,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10660482.E26,Patients,C0030705,humn,patients
D10660482.P3,"We sought to determine the presence of such mutations, and their       possible involvement in the multi-step neoplastic transformation of the       hepatocytes, in patients diagnosed with hepatocellular carcinoma, a frequent       complication of iron-induced liver cirrhosis occurring in untreated hereditary       hemochromatosis subjects.",LOCATION_OF,PREP,of ,D10660482.E25,Hepatocyte,C0227525,cell,hepatocytes,D10660482.E24,Neoplastic Cell Transformation,C0007621,neop,neoplastic transformation
D10660482.P4,"We sought to determine the presence of such mutations, and their       possible involvement in the multi-step neoplastic transformation of the       hepatocytes, in patients diagnosed with hepatocellular carcinoma, a frequent       complication of iron-induced liver cirrhosis occurring in untreated hereditary       hemochromatosis subjects.",AFFECTS,NOM,involvement ,D10660482.E24,Neoplastic Cell Transformation,C0007621,neop,neoplastic transformation,D10660482.E20,Mutation,C0026882,genf,mutations
D10660482.P5,The frequency of the C282Y and H63D mutations was       determined in DNA from 12 patients with hepatocellular carcinoma and with no       clinical signs of hereditary hemochromatosis.,PROCESS_OF,PREP,with ,D10660482.E40,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10660482.E39,Patients,C0030705,humn,patients
D10660482.P6,The frequency of the C282Y and H63D mutations was       determined in DNA from 12 patients with hepatocellular carcinoma and with no       clinical signs of hereditary hemochromatosis.,PROCESS_OF,PREP,with ,D10660482.E41,Sign or Symptom,C3540840,fndg,clinical signs,D10660482.E39,Patients,C0030705,humn,patients
D10660482.P7,"A germline C282Y mutation was found in       none of the hepatocellular carcinoma patients; the frequency of the H63D mutation       was not increased, compared to the 130 controls.",PROCESS_OF,MOD_HEAD,hepatocellular carcinoma patients;,D10660482.E48,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10660482.E49,Patients,C0030705,humn,patients
D10660482.P8,"In conclusion, we suggest that the hereditary       hemochromatosis-related mutations of the HFE gene do not play a significant role        in the pathogenesis of hepatocellular carcinoma.",AFFECTS,COMPLEX,play a significant role ,D10660482.E64,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10660482.E63,Pathogenesis,C0699748,patf,pathogenesis
D10662591.P1,Microsatellite instability and p53 mutations in hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10662591.E2,TP53 gene,7157,gngm,p53,D10662591.E4,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10662591.P2,"We have studied 27 hepatocellular carcinomas (HCCs) to identify possible       relationships between microsatellite instability (MSI), p53 mutations, and HBV       infection in hepatocarcinogenesis.",ASSOCIATED_WITH,NOM,relationships ,D10662591.E9,TP53 gene,7157,gngm,p53,D10662591.E8,Microsatellite Instability,C0920269,patf,microsatellite instability
D10662591.P3,"We have studied 27 hepatocellular carcinomas (HCCs) to identify possible       relationships between microsatellite instability (MSI), p53 mutations, and HBV       infection in hepatocarcinogenesis.",COEXISTS_WITH,PREP,in ,D10662591.E5,Liver carcinoma,C2239176,neop,hepatocellular carcinomas,D10662591.E12,Hepatocarcinogenesis,C1512409,neop,hepatocarcinogenesis
D10662591.P4,"No       mutations were detected in codon 249, which has been linked with dietary intake       of aflatoxins.",PROCESS_OF,PREP,with ,D10662591.E61,Dietary intake,C1286104,orgf,dietary intake,D10662591.E60,Mutation,C0026882,genf,mutations
D10662591.P5,"Our results support the hypothesis that HCC is a ""low"" MSI tumor.",ISA,SPEC,"HCC is a ""low"" MSI tumor.",D10662591.E65,Liver carcinoma,C2239176,neop,HCC,D10662591.E68,Neoplasms,C0027651,neop,tumor
D10662591.P6,Only 1/5 samples with MSI in more than two markers harbored a mutation in p53.,ASSOCIATED_WITH,PREP,in ,D10662591.E71,Microsatellite Instability,C0920269,patf,MSI,D10662591.E76,TP53 gene,7157,gngm,p53
D10662591.P7,"Although the number of samples is too small to support a statistical       significance, this finding may indicate an inverse relationship between p53       mutations and MSI in HCC.",ASSOCIATED_WITH,PREP,in ,D10662591.E83,TP53 gene,7157,gngm,p53,D10662591.E86,Liver carcinoma,C2239176,neop,HCC
D10665646.P1,Beta-catenin accumulation and mutation of exon 3 of the beta-catenin gene in       hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10665646.E4,CTNNB1 gene,1499,gngm,beta-catenin gene,D10665646.E5,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10665646.P2,A study was conducted to clarify the contribution of beta-catenin accumulation       and mutation of the beta-catenin gene to hepatocarcinogenesis.,PREDISPOSES,NOM,contribution ,D10665646.E10,CTNNB1 gene,1499,gngm,beta-catenin gene,D10665646.E11,Hepatocarcinogenesis,C1512409,neop,hepatocarcinogenesis
D10665646.P3,"The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.",AFFECTS,VERB,associated ,D10665646.E70,Anaplastic Oligodendroglioma,C0334590,neop,malignant,D10665646.E57,Mutation,C0026882,genf,mutation
D10665646.P4,"The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.",AFFECTS,VERB,associated ,D10665646.E70,Anaplastic Oligodendroglioma,C0334590,neop,malignant,D10665646.E64,Mutation,C0026882,genf,mutation
D10665646.P5,"The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.",ASSOCIATED_WITH,PREP,in ,D10665646.E59,CTNNB1 gene,1499,gngm,beta-catenin gene,D10665646.E62,Liver carcinoma,C2239176,neop,HCC
D10665646.P6,"The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.",ASSOCIATED_WITH,PREP,in ,D10665646.E65,CTNNB1 gene,1499,gngm,beta-catenin gene,D10665646.E69,Hepatocarcinogenesis,C1512409,neop,hepatocarcinogenesis
D10668884.P1,Detection of isolated disseminated tumor cells in bone marrow and blood samples       of patients with hepatocellular carcinoma.,PROCESS_OF,PREP,with ,D10668884.E7,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10668884.E6,Patients,C0030705,humn,patients
D10668884.P2,Detection of isolated disseminated tumor cells in bone marrow and blood samples       of patients with hepatocellular carcinoma.,PART_OF,PREP,of ,D10668884.E4,Bone Marrow,C0005953,tisu,bone marrow,D10668884.E6,Patients,C0030705,humn,patients
D10668884.P3,Detection of isolated disseminated tumor cells in bone marrow and blood samples       of patients with hepatocellular carcinoma.,PART_OF,PREP,of ,D10668884.E5,Blood specimen,C0178913,bdsu,blood samples,D10668884.E6,Patients,C0030705,humn,patients
D10668884.P4,BACKGROUND: Patients with hepatocellular carcinoma (HCC) often develop       recurrences after curative resection or liver transplantation.,PROCESS_OF,VERB,develop ,D10668884.E12,Recurrence (disease attribute),C2825055,patf,recurrences,D10668884.E9,Patients,C0030705,humn,Patients
D10668884.P5,BACKGROUND: Patients with hepatocellular carcinoma (HCC) often develop       recurrences after curative resection or liver transplantation.,PROCESS_OF,PREP,with ,D10668884.E10,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10668884.E9,Patients,C0030705,humn,Patients
D10668884.P6,"Reverse       transcription-polymerase chain reaction (RT-PCR) for alpha-fetoprotein (AFP) has        been used to detect circulating liver cancer cells, but results in blood samples        have been contradictory.",PART_OF,MOD_HEAD,"liver cancer cells,",D10668884.E25,circulating cancer cell,C0920441,cell,circulating liver cancer cells,D10668884.E24,Liver,C0023884,bpoc,liver
D10668884.P7,"Reverse       transcription-polymerase chain reaction (RT-PCR) for alpha-fetoprotein (AFP) has        been used to detect circulating liver cancer cells, but results in blood samples        have been contradictory.",LOCATION_OF,PREP,in ,D10668884.E26,Blood specimen,C0178913,bdsu,blood samples,D10668884.E22,alpha-Fetoproteins,C0002210,aapp,alpha-fetoprotein
D10668884.P8,HYPOTHESIS: AFP-RT-PCR is a specific and sensitive assay       for the detection of disseminated tumor cells in central venous blood and bone       marrow samples of patients with HCC and has prognostic relevance.,PROCESS_OF,PREP,with ,D10668884.E38,Liver carcinoma,C2239176,neop,HCC,D10668884.E37,Patients,C0030705,humn,patients
D10668884.P9,HYPOTHESIS: AFP-RT-PCR is a specific and sensitive assay       for the detection of disseminated tumor cells in central venous blood and bone       marrow samples of patients with HCC and has prognostic relevance.,METHOD_OF,PREP,for ,D10668884.E31,Assay,C1510438,lbpr,assay,D10668884.E32,Detection,C1511790,topp,detection
D10668884.P10,HYPOTHESIS: AFP-RT-PCR is a specific and sensitive assay       for the detection of disseminated tumor cells in central venous blood and bone       marrow samples of patients with HCC and has prognostic relevance.,PART_OF,PREP,of ,D10668884.E35,Venous blood substance,C0229667,tisu,venous blood,D10668884.E37,Patients,C0030705,humn,patients
D10668884.P11,HYPOTHESIS: AFP-RT-PCR is a specific and sensitive assay       for the detection of disseminated tumor cells in central venous blood and bone       marrow samples of patients with HCC and has prognostic relevance.,PART_OF,PREP,of ,D10668884.E36,Bone marrow specimen,C0438737,bdsu,bone       marrow samples,D10668884.E37,Patients,C0030705,humn,patients
D10668884.P12,"PATIENTS AND       METHODS: We performed preoperative, intraoperative, and postoperative analyses of       central venous blood samples and preoperative analysis of bone marrow samples of        patients with HCC and patients without malignant disease, using a modified       AFP-RT-PCR method.",PROCESS_OF,PREP,with ,D10668884.E58,Liver carcinoma,C2239176,neop,HCC,D10668884.E57,Patients,C0030705,humn,patients
D10668884.P13,"PATIENTS AND       METHODS: We performed preoperative, intraoperative, and postoperative analyses of       central venous blood samples and preoperative analysis of bone marrow samples of        patients with HCC and patients without malignant disease, using a modified       AFP-RT-PCR method.",PROCESS_OF,PREP,with ,D10668884.E58,Liver carcinoma,C2239176,neop,HCC,D10668884.E59,Patients,C0030705,humn,patients
D10668884.P14,"PATIENTS AND       METHODS: We performed preoperative, intraoperative, and postoperative analyses of       central venous blood samples and preoperative analysis of bone marrow samples of        patients with HCC and patients without malignant disease, using a modified       AFP-RT-PCR method.",PART_OF,PREP,of ,D10668884.E56,Bone marrow specimen,C0438737,bdsu,bone marrow samples,D10668884.E57,Patients,C0030705,humn,patients
D10668884.P15,"PATIENTS AND       METHODS: We performed preoperative, intraoperative, and postoperative analyses of       central venous blood samples and preoperative analysis of bone marrow samples of        patients with HCC and patients without malignant disease, using a modified       AFP-RT-PCR method.",PART_OF,PREP,of ,D10668884.E56,Bone marrow specimen,C0438737,bdsu,bone marrow samples,D10668884.E59,Patients,C0030705,humn,patients
D10668884.P16,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PART_OF,PREP,of ,D10668884.E87,Blood specimen,C0178913,bdsu,Peripheral blood samples,D10668884.E88,Healthy Volunteers,C1708335,humn,healthy volunteers
D10668884.P17,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PART_OF,PREP,of ,D10668884.E89,Bone marrow specimen,C0438737,bdsu,bone marrow samples,D10668884.E88,Healthy Volunteers,C1708335,humn,healthy volunteers
D10668884.P18,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PART_OF,PREP,of ,D10668884.E87,Blood specimen,C0178913,bdsu,Peripheral blood samples,D10668884.E90,Patients,C0030705,humn,patients
D10668884.P19,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PART_OF,PREP,of ,D10668884.E89,Bone marrow specimen,C0438737,bdsu,bone marrow samples,D10668884.E90,Patients,C0030705,humn,patients
D10668884.P20,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PROCESS_OF,PREP,with ,D10668884.E96,Liver carcinoma,C2239176,neop,HCC,D10668884.E95,Patients,C0030705,humn,patients
D10668884.P21,"Peripheral blood samples of 20       healthy volunteers and bone marrow samples of 21 patients with benign diseases       consistently tested negative for AFP, whereas 4 of 24 patients with HCC showed       AFP expression in bone marrow samples.",PRODUCES,NOM,expression ,D10668884.E97,,174,gngm,AFP,D10668884.E98,Bone marrow specimen,C0438737,bdsu,bone marrow samples
D10668884.P22,"All these patients had advanced disease;       however, correlation of positive RT-PCR results to tumor stage was not       significant (P = .07).",PROCESS_OF,AUX,had ,D10668884.E101,advanced disease,C0679246,fndg,advanced disease,D10668884.E100,Patients,C0030705,humn,patients
D10668884.P23,One of the 4 AFP-positive patients developed an       intrahepatic recurrence soon after liver transplantation.,PROCESS_OF,VERB,developed ,D10668884.E113,Recurrent Malignant Neoplasm,C1458156,neop,recurrence,D10668884.E111,Patients,C0030705,humn,patients
D10668884.P24,Central venous blood of       patients with HCC (n = 24) and patients with benign liver diseases (n = 13)       equally demonstrated AFP-expressing cells.,PART_OF,PREP,of ,D10668884.E117,Venous blood substance,C0229667,tisu,venous blood,D10668884.E118,Patients,C0030705,humn,patients
D10668884.P25,Central venous blood of       patients with HCC (n = 24) and patients with benign liver diseases (n = 13)       equally demonstrated AFP-expressing cells.,PART_OF,PREP,of ,D10668884.E117,Venous blood substance,C0229667,tisu,venous blood,D10668884.E120,Patients,C0030705,humn,patients
D10668884.P26,Central venous blood of       patients with HCC (n = 24) and patients with benign liver diseases (n = 13)       equally demonstrated AFP-expressing cells.,PROCESS_OF,PREP,with ,D10668884.E119,Liver carcinoma,C2239176,neop,HCC,D10668884.E118,Patients,C0030705,humn,patients
D10668884.P27,Central venous blood of       patients with HCC (n = 24) and patients with benign liver diseases (n = 13)       equally demonstrated AFP-expressing cells.,PROCESS_OF,PREP,with ,D10668884.E119,Liver carcinoma,C2239176,neop,HCC,D10668884.E120,Patients,C0030705,humn,patients
D10668884.P28,CONCLUSIONS: Perioperative screening for       micrometastasis in bone marrow of patients with HCC is sensitive and specific       with AFP-RT-PCR and may have prognostic relevance.,PART_OF,PREP,of ,D10668884.E131,Bone Marrow,C0005953,tisu,bone marrow,D10668884.E132,Patients,C0030705,humn,patients
D10668884.P29,CONCLUSIONS: Perioperative screening for       micrometastasis in bone marrow of patients with HCC is sensitive and specific       with AFP-RT-PCR and may have prognostic relevance.,PROCESS_OF,PREP,with ,D10668884.E133,Liver carcinoma,C2239176,neop,HCC,D10668884.E132,Patients,C0030705,humn,patients
D10668884.P30,Alpha-fetoprotein is not a       suitable marker for the detection of tumor cells in central venous blood samples.,METHOD_OF,PREP,for ,D10668884.E139,Alpha one fetoprotein measurement,C0201539,lbpr,Alpha-fetoprotein,D10668884.E142,Detection,C1511790,topp,detection
D10671685.P1,Correlation of immunohistochemical staining and mutations of p53 in human       hepatocellular carcinoma.,PROCESS_OF,MOD_HEAD,human       hepatocellular carcinoma.,D10671685.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinoma,D10671685.E5,Homo sapiens,C0086418,humn,human
D10671685.P2,Correlation of immunohistochemical staining and mutations of p53 in human       hepatocellular carcinoma.,ASSOCIATED_WITH,PREP,in ,D10671685.E4,TP53 gene,7157,gngm,p53,D10671685.E6,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10671685.P3,Mutations of the p53 tumor suppressor gene are common in hepatocellular       carcinomas (HCCs).,ASSOCIATED_WITH,PREP,in ,D10671685.E8,TP53 gene,7157,gngm,p53 tumor suppressor gene,D10671685.E10,Liver carcinoma,C2239176,neop,hepatocellular       carcinomas
D10671685.P4,The degree of correlation between results obtained with these two       methods has been studied in various tumors but has not been well-established in       human HCCs.,ISA,MOD_HEAD,two       methods ,D10671685.E27,Two,C0205448,qnco,two,D10671685.E28,Techniques,C0449851,ftcn,methods
D10671685.P5,The degree of correlation between results obtained with these two       methods has been studied in various tumors but has not been well-established in       human HCCs.,PROCESS_OF,MOD_HEAD,human HCCs.,D10671685.E34,Liver carcinoma,C2239176,neop,HCCs,D10671685.E33,Homo sapiens,C0086418,humn,human
D10671685.P6,The degree of correlation between results obtained with these two       methods has been studied in various tumors but has not been well-established in       human HCCs.,COEXISTS_WITH,PREP,in ,D10671685.E29,Neoplasms,C0027651,neop,tumors,D10671685.E34,Liver carcinoma,C2239176,neop,HCCs
D10671685.P7,"Paraffin sections of HCCs of 28 patients from Qidong, China were       immunohistochemically stained using monoclonal antibody to p53.",ADMINISTERED_TO,VERB,using ,D10671685.E40,Monoclonal Antibodies,C0003250,imft,monoclonal antibody,D10671685.E38,Patients,C0030705,humn,patients
D10671685.P8,"Paraffin sections of HCCs of 28 patients from Qidong, China were       immunohistochemically stained using monoclonal antibody to p53.",PART_OF,PREP,of ,D10671685.E37,Liver carcinoma,C2239176,neop,HCCs,D10671685.E38,Patients,C0030705,humn,patients
D10671685.P9,"In addition,       exons 5-8 of the p53 gene were sequenced in these HCCs.",ASSOCIATED_WITH,PREP,in ,D10671685.E43,TP53 gene,7157,gngm,p53 gene,D10671685.E44,Liver carcinoma,C2239176,neop,HCCs
D10671685.P10,"Immunohistochemical staining to detect p53 mutations in human       HCCs detected most mutations that were detected by sequencing (94% sensitivity,       73% specificity), and this method is therefore suitable when sequencing cannot be       performed.",PROCESS_OF,MOD_HEAD,human       HCCs ,D10671685.E75,Liver carcinoma,C2239176,neop,HCCs,D10671685.E74,Homo sapiens,C0086418,humn,human
D10671685.P11,"Immunohistochemical staining to detect p53 mutations in human       HCCs detected most mutations that were detected by sequencing (94% sensitivity,       73% specificity), and this method is therefore suitable when sequencing cannot be       performed.",ASSOCIATED_WITH,PREP,in ,D10671685.E72,TP53 gene,7157,gngm,p53,D10671685.E75,Liver carcinoma,C2239176,neop,HCCs
D10673071.P1,BACKGROUND/AIMS: Gamma aminobutyric acid (GABA) is a potent inhibitory       neurotransmitter with growth regulatory properties.,ISA,SPEC,Gamma aminobutyric acid (GABA) is a potent inhibitory       neurotransmitter ,D10673071.E11,gamma-Aminobutyric Acid,C0016904,aapp,Gamma aminobutyric acid,D10673071.E14,Neurotransmitters,C0027908,bacs,neurotransmitter
D10673071.P2,"In the present study, we aimed to investigate whether GABA inhibits the       growth of malignant hepatocytes.",DISRUPTS,VERB,inhibits ,D10673071.E26,gamma-Aminobutyric Acid,C0016904,aapp,GABA,D10673071.E27,Growth,C0018270,orgf,growth
D10673071.P3,RESULTS: Muscimol significantly (p<0.0001) decreased AFP mRNA expression (maximum       decrease: 65% below baseline values) without affecting albumin mRNA expression.,INHIBITS,ADJ,decreased ,D10673071.E51,Muscimol,C0026818,orch,Muscimol,D10673071.E61,Albumins,213,gngm,albumin
D10673071.P4,"In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).",AFFECTS,VERB,prolonged ,D10673071.E96,,174,gngm,AFP,D10673071.E115,Cells,C0007634,cell,cells
D10673071.P5,"In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).",AFFECTS,VERB,prolonged ,D10673071.E96,,174,gngm,AFP,D10673071.E107,Receptor Cell,C1514760,cell,receptor-transfected cells
D10673071.P6,"In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).",COEXISTS_WITH,PREP,in ,D10673071.E102,Duration,C2926735,phsu,duration,D10673071.E106,gamma-A,C0061024,aapp,GABA(A
D10673071.P7,"In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).",compared_with,VERB,compared ,D10673071.E106,gamma-A,C0061024,aapp,GABA(A,D10673071.E116,Cloning Vectors,C0086022,nnon,vector
D10674843.P1,Chromogranin A expression in hepatocellular carcinoma in a patient with germline        MEN1 gene mutation.,PART_OF,NOM,expression ,D10674843.E1,CHGA gene,1113,gngm,Chromogranin A,D10674843.E2,Liver carcinoma,C2239176,neop,hepatocellular carcinoma
D10674843.P2,Chromogranin A expression in hepatocellular carcinoma in a patient with germline        MEN1 gene mutation.,PROCESS_OF,PREP,with ,D10674843.E5,Germ-Line Mutation,C0206530,genf,germline        MEN1 gene mutation,D10674843.E3,Patients,C0030705,humn,patient
D10674843.P3,Hepatocellular carcinoma (HCC) was found in a patient with multiple endocrine       neoplasia type 1 (MEN 1).,PROCESS_OF,PREP,with ,D10674843.E8,Multiple Endocrine Neoplasia Type 1,C0025267,neop,multiple endocrine       neoplasia type 1,D10674843.E7,Patients,C0030705,humn,patient
D10674843.P4,Hepatocellular carcinoma (HCC) was found in a patient with multiple endocrine       neoplasia type 1 (MEN 1).,PROCESS_OF,PREP,in ,D10674843.E6,Liver carcinoma,C2239176,neop,Hepatocellular carcinoma,D10674843.E7,Patients,C0030705,humn,patient
D10674843.P5,"The intriguing finding was that the HCC in the patient        was positively stained for chromogranin A (CgA), a cellular marker for endocrine        and neuroendocrine tumors.",PROCESS_OF,PREP,in ,D10674843.E16,Neuroendocrine Tumors,C0206754,neop,neuroendocrine tumors,D10674843.E11,Patients,C0030705,humn,patient
D10674843.P6,"The intriguing finding was that the HCC in the patient        was positively stained for chromogranin A (CgA), a cellular marker for endocrine        and neuroendocrine tumors.",PROCESS_OF,PREP,in ,D10674843.E10,Liver carcinoma,C2239176,neop,HCC,D10674843.E11,Patients,C0030705,humn,patient
D10674843.P7,"The patient had a pancreas endocrine tumor and type C        hepatitis, that made pathological diagnosis of the origin of the tumor       complicated.",PROCESS_OF,AUX,had ,D10674843.E20,Hepatitis,C0019158,dsyn,hepatitis,D10674843.E17,Patients,C0030705,humn,patient
D10674843.P8,"The patient had a pancreas endocrine tumor and type C        hepatitis, that made pathological diagnosis of the origin of the tumor       complicated.",PROCESS_OF,AUX,had ,D10674843.E18,Islet Cell Tumor,C0242363,neop,pancreas endocrine tumor,D10674843.E17,Patients,C0030705,humn,patient
D10676663.P1,"Drg-1 as a differentiation-related, putative metastatic suppressor gene in human        colon cancer.",PROCESS_OF,MOD_HEAD,human        colon cancer.,D10676663.E8,Malignant tumor of colon,C0007102,neop,colon cancer,D10676663.E7,Homo sapiens,C0086418,humn,human
D10676663.P2,"Drg-1 as a differentiation-related, putative metastatic suppressor gene in human        colon cancer.",ASSOCIATED_WITH,PREP,in ,D10676663.E6,"Genes, Suppressor",C0017372,gngm,suppressor gene,D10676663.E8,Malignant tumor of colon,C0007102,neop,colon cancer
D10676663.P3,A gene related to cell differentiation was identified by differential display as        a candidate suppressor of metastases in colon cancer.,COEXISTS_WITH,PREP,in ,D10676663.E14,Neoplasm Metastasis,C0027627,neop,metastases,D10676663.E15,Malignant tumor of colon,C0007102,neop,colon cancer
D10676663.P4,"This gene, with a       full-length cDNA of 3 kb, is expressed in normal colon and primary colon cancer       tissues and cell lines but not in their metastatic counterparts.",PART_OF,MOD_HEAD,primary colon cancer       tissues ,D10676663.E22,Body tissue,C0040300,tisu,tissues,D10676663.E21,Primary malignant colonic tumor,C0941053,neop,primary colon cancer
D10676663.P5,"Moreover, the       expression of Drg-1 is controlled by several known cell differentiation reagents,       such as ligands of peroxisome proliferator-activated receptor gamma (troglitazone       and BRL46593) and of retinoid X receptor (LG268), and histone deacetylase       inhibitors (trichostatin A, suberoylanilide hydroxamic acid, and tributyrin).",ISA,SPEC,"histone deacetylase       inhibitors (trichostatin A,",D10676663.E65,trichostatin A,C0077063,antb,trichostatin A,D10676663.E64,Histone deacetylase inhibitor,C1512474,aapp,histone deacetylase       inhibitors
