,S_name,O_name,label,title,from,to,arrows,color,id
200,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10662591' target='_blank'>Although the number of samples is too small to support a statistical       significance, this finding may indicate an inverse relationship between p53       mutations and MSI in HCC.</br></a><font color='red'>p53</font> <font color='blue'>in </font> <font color='green'>HCC</font></p>",4,106,to,PREP,199
201,CTNNB1 gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10665646' target='_blank'>Beta-catenin accumulation and mutation of exon 3 of the beta-catenin gene in       hepatocellular carcinoma.</br></a><font color='red'>beta-catenin gene</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinoma</font></p>,14,106,to,PREP,200
202,Anaplastic Oligodendroglioma,Mutation,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10665646' target='_blank'>The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.</br></a><font color='red'>malignant</font> <font color='blue'>associated </font> <font color='green'>mutation</font></p>",115,200,to,VERB,201
203,Anaplastic Oligodendroglioma,Mutation,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10665646' target='_blank'>The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.</br></a><font color='red'>malignant</font> <font color='blue'>associated </font> <font color='green'>mutation</font></p>",115,200,to,VERB,202
204,CTNNB1 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10665646' target='_blank'>The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.</br></a><font color='red'>beta-catenin gene</font> <font color='blue'>in </font> <font color='green'>HCC</font></p>",14,106,to,PREP,203
205,CTNNB1 gene,Hepatocarcinogenesis,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10665646' target='_blank'>The present results indicate that (1) mutation of       exon 3 of the beta-catenin gene can lead to beta-catenin accumulation, although       other mechanisms of accumulation may also operate in HCC, and (2) beta-catenin       accumulation and mutation of the beta-catenin gene are not early events in       hepatocarcinogenesis, and may be associated with the malignant progression of       HCC.</br></a><font color='red'>beta-catenin gene</font> <font color='blue'>in </font> <font color='green'>hepatocarcinogenesis</font></p>",14,1,to,PREP,204
206,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10671685' target='_blank'>Correlation of immunohistochemical staining and mutations of p53 in human       hepatocellular carcinoma.</br></a><font color='red'>p53</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinoma</font></p>,4,106,to,PREP,205
207,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10671685' target='_blank'>Mutations of the p53 tumor suppressor gene are common in hepatocellular       carcinomas (HCCs).</br></a><font color='red'>p53 tumor suppressor gene</font> <font color='blue'>in </font> <font color='green'>hepatocellular       carcinomas</font></p>,4,106,to,PREP,206
208,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10671685' target='_blank'>In addition,       exons 5-8 of the p53 gene were sequenced in these HCCs.</br></a><font color='red'>p53 gene</font> <font color='blue'>in </font> <font color='green'>HCCs</font></p>",4,106,to,PREP,207
209,TP53 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10671685' target='_blank'>Immunohistochemical staining to detect p53 mutations in human       HCCs detected most mutations that were detected by sequencing (94% sensitivity,       73% specificity), and this method is therefore suitable when sequencing cannot be       performed.</br></a><font color='red'>p53</font> <font color='blue'>in </font> <font color='green'>HCCs</font></p>",4,106,to,PREP,208
210,,Cells,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10673071' target='_blank'>In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).</br></a><font color='red'>AFP</font> <font color='blue'>prolonged </font> <font color='green'>cells</font></p>",NA,201,to,VERB,209
211,,Receptor Cell,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10673071' target='_blank'>In this series of experiments, in addition to AFP mRNA       inhibition being as extensive and more prolonged (maximum duration: 6-12 h) in       muscimol-treated, GABA(A) receptor-transfected cells, proliferative activity was        also significantly inhibited when compared to saline-treated GABA(A)       receptor-transfected controls (p<0.01) and muscimol-treated cells transfected       with vector alone (p<0.005).</br></a><font color='red'>AFP</font> <font color='blue'>prolonged </font> <font color='green'>receptor-transfected cells</font></p>",NA,202,to,VERB,210
212,"Genes, Suppressor",Malignant tumor of colon,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10676663' target='_blank'>Drg-1 as a differentiation-related, putative metastatic suppressor gene in human        colon cancer.</br></a><font color='red'>suppressor gene</font> <font color='blue'>in </font> <font color='green'>colon cancer</font></p>",116,139,to,PREP,211
213,NF-kappa B,Apoptosis,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>NFkappaB mediates apoptosis through transcriptional activation of Fas (CD95) in       adenoviral hepatitis.</br></a><font color='red'>NFkappaB</font> <font color='blue'>mediates </font> <font color='green'>apoptosis</font></p>,117,150,to,VERB,212
214,,adenovirus hepatitis,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>NFkappaB mediates apoptosis through transcriptional activation of Fas (CD95) in       adenoviral hepatitis.</br></a><font color='red'>Fas</font> <font color='blue'>in </font> <font color='green'>adenoviral hepatitis</font></p>,NA,118,to,PREP,213
215,adenovirus hepatitis,Mouse Model,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>We have assessed the role of NFkB during the early       phase of adenoviral hepatitis in a nude mouse model using an adenoviral vector       expressing a mutant form of IkappaBalpha.</br></a><font color='red'>adenoviral hepatitis</font> <font color='blue'>role </font> <font color='green'>mouse model</font></p>,118,203,to,NOM,214
216,Adenoviral infections,caspase-3 activity,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>Compared with the control,       IkappaBalpha adenoviral infection resulted in reduced caspase 3 activity during       the early phase of viral hepatitis and in a prevention of liver cell apoptosis 24       h after adenoviral administration.</br></a><font color='red'>adenoviral infection</font> <font color='blue'>in </font> <font color='green'>caspase 3 activity</font></p>",119,204,to,PREP,215
217,pro-apoptosis,Hepatocyte,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>Therefore our study demonstrates a new       pro-apoptotic function of NFkappaB in Fas (CD95)-mediated apoptosis of       hepatocytes.</br></a><font color='red'>pro-apoptotic</font> <font color='blue'>mediated </font> <font color='green'>hepatocytes</font></p>,120,205,to,ADJ,216
218,NF-kappa B,hepatocyte apoptotic process,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692445' target='_blank'>Interestingly, NFkappaB mediates liver cell apoptosis upon viral       infection even in a phase where tumor necrosis factor-alpha is already induced,       as shown by the time curves of tumor necrosis factor-alpha serum levels.</br></a><font color='red'>NFkappaB</font> <font color='blue'>mediates </font> <font color='green'>liver cell apoptosis</font></p>",117,206,to,VERB,217
219,CDH1 gene,diffuse carcinoma of the stomach,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692769' target='_blank'>Mutations of the E-cadherin gene, including       germline mutations, occur in diffuse gastric carcinoma, CpG methylation around       the promotor region of E-cadherin in hepatocellular carcinomas and mutations of       the APC tumour suppressor gene or in the beta-catenin oncogene in most colorectal       cancers.</br></a><font color='red'>E-cadherin</font> <font color='blue'>in </font> <font color='green'>diffuse gastric carcinoma</font></p>",121,207,to,PREP,218
220,CDH1 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692769' target='_blank'>Mutations of the E-cadherin gene, including       germline mutations, occur in diffuse gastric carcinoma, CpG methylation around       the promotor region of E-cadherin in hepatocellular carcinomas and mutations of       the APC tumour suppressor gene or in the beta-catenin oncogene in most colorectal       cancers.</br></a><font color='red'>E-cadherin</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinomas</font></p>",121,106,to,PREP,219
221,Tumor Suppressor Genes,Colorectal Cancer,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692769' target='_blank'>Mutations of the E-cadherin gene, including       germline mutations, occur in diffuse gastric carcinoma, CpG methylation around       the promotor region of E-cadherin in hepatocellular carcinomas and mutations of       the APC tumour suppressor gene or in the beta-catenin oncogene in most colorectal       cancers.</br></a><font color='red'>tumour suppressor gene</font> <font color='blue'>in </font> <font color='green'>colorectal       cancers</font></p>",13,186,to,PREP,220
222,CTNNB1 gene,Colorectal Cancer,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692769' target='_blank'>Mutations of the E-cadherin gene, including       germline mutations, occur in diffuse gastric carcinoma, CpG methylation around       the promotor region of E-cadherin in hepatocellular carcinomas and mutations of       the APC tumour suppressor gene or in the beta-catenin oncogene in most colorectal       cancers.</br></a><font color='red'>beta-catenin</font> <font color='blue'>in </font> <font color='green'>colorectal       cancers</font></p>",14,186,to,PREP,221
223,CDH1 gene,Malignant neoplasm of gastrointestinal tract,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10692769' target='_blank'>The literature agrees about the disturbance of immunohistochemical       patterns of E-cadherin and catenin expression in gastrointestinal cancers.</br></a><font color='red'>E-cadherin</font> <font color='blue'>in </font> <font color='green'>gastrointestinal cancers</font></p>,121,208,to,PREP,222
224,DNA,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10699924' target='_blank'>In this study, HBV DNA was       isolated from an integration site in one HCC that had a single, very small       integrated viral DNA including the X region, but it had no expression of X gene       as poly(A)RNA.</br></a><font color='red'>DNA</font> <font color='blue'>in </font> <font color='green'>HCC</font></p>",122,106,to,PREP,223
225,AXIN1 gene,Growth retardation,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10700176' target='_blank'>AXIN1 mutations in hepatocellular carcinomas, and growth suppression in cancer       cells by virus-mediated transfer of AXIN1.</br></a><font color='red'>AXIN1</font> <font color='blue'>in </font> <font color='green'>growth suppression</font></p>",123,209,to,PREP,224
226,AXIN1 gene,Liver carcinoma,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10700176' target='_blank'>AXIN1 mutations in hepatocellular carcinomas, and growth suppression in cancer       cells by virus-mediated transfer of AXIN1.</br></a><font color='red'>AXIN1</font> <font color='blue'>in </font> <font color='green'>hepatocellular carcinomas</font></p>",123,106,to,PREP,225
227,CTNNB1 gene,Neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10700176' target='_blank'>Mutations in CTNNB1 (encoding beta-catenin) or       APC (adenomatous polyposis coli) have been reported in human neoplasms including        colon cancers and hepatocellular carcinomas (HCCs).</br></a><font color='red'>beta-catenin</font> <font color='blue'>in </font> <font color='green'>neoplasms</font></p>,14,167,to,PREP,226
228,PROC wt Allele,Neoplasms,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10700176' target='_blank'>Mutations in CTNNB1 (encoding beta-catenin) or       APC (adenomatous polyposis coli) have been reported in human neoplasms including        colon cancers and hepatocellular carcinomas (HCCs).</br></a><font color='red'>APC</font> <font color='blue'>in </font> <font color='green'>neoplasms</font></p>,21,167,to,PREP,227
229,CDKN2A gene,rodent cell line,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10704681' target='_blank'>Alterations of P19ARF in rodent hepatoma cell lines but not in human primary       liver cancer.</br></a><font color='red'>P19ARF</font> <font color='blue'>Alterations </font> <font color='green'>rodent hepatoma cell lines</font></p>,34,210,to,NOM,228
230,CDKN2A gene,Hepatocarcinogenesis,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10704681' target='_blank'>These results suggest that functional abrogation of       P19ARF is not a primary event in hepatocarcinogenesis.</br></a><font color='red'>P19ARF</font> <font color='blue'>in </font> <font color='green'>hepatocarcinogenesis</font></p>,34,1,to,PREP,229
231,10q,Liver neoplasms,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10705874' target='_blank'>To determine       whether the PTEN/MMAC1 gene is a target of 10q loss of heterozygosity in       hepatoma, we examined 42 primary hepatomas for mutations in PTEN/MMAC1 by using       nested reverse transcriptase polymerase chain reaction (RT-PCR) of the RNA and       single-stranded conformation polymorphism (SSCP) analysis of all genomic exons.</br></a><font color='red'>10q</font> <font color='blue'>in </font> <font color='green'>hepatoma</font></p>",124,74,to,PREP,230
232,PTEN gene,Malignant Neoplasms,TREATS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10705874' target='_blank'>Therefore, like the TSG101        or FHIT gene, aberrant transcripts of PTEN/MMAC1 using the nested RT-PCR method       were a common phenomenon for both cancerous and noncancerous liver tissues, which       may not be related to oncogenesis.</br></a><font color='red'>MMAC1</font> <font color='blue'>for </font> <font color='green'>cancerous</font></p>",125,81,to,PREP,231
233,FHIT gene,Neoplastic Cell Transformation,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10705874' target='_blank'>Therefore, like the TSG101        or FHIT gene, aberrant transcripts of PTEN/MMAC1 using the nested RT-PCR method       were a common phenomenon for both cancerous and noncancerous liver tissues, which       may not be related to oncogenesis.</br></a><font color='red'>FHIT gene</font> <font color='blue'>related </font> <font color='green'>oncogenesis</font></p>",46,113,to,VERB,232
234,TSG101 gene,Neoplastic Cell Transformation,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10705874' target='_blank'>Therefore, like the TSG101        or FHIT gene, aberrant transcripts of PTEN/MMAC1 using the nested RT-PCR method       were a common phenomenon for both cancerous and noncancerous liver tissues, which       may not be related to oncogenesis.</br></a><font color='red'>TSG101</font> <font color='blue'>related </font> <font color='green'>oncogenesis</font></p>",60,113,to,VERB,233
235,Liver neoplasms,Pathogenesis,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10705874' target='_blank'>Our results suggest that the PTEN/MMAC1 gene may        not play a role in the pathogenesis of hepatoma.</br></a><font color='red'>hepatoma</font> <font color='blue'>play a role </font> <font color='green'>pathogenesis</font></p>,74,18,to,COMPLEX,234
236,FHIT gene,Liver carcinoma,AFFECTS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10706123' target='_blank'>Alterations of the FHIT gene in human hepatocellular carcinoma.</br></a><font color='red'>FHIT gene</font> <font color='blue'>Alterations </font> <font color='green'>hepatocellular carcinoma</font></p>,46,106,to,NOM,235
237,Genes,Liver carcinoma,TREATS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10706550' target='_blank'>Expression of viral or bacterial enzymes in tumor cells to convert nontoxic       prodrugs into highly toxic metabolites is an attractive gene-therapeutic approach       for the treatment of hepatocellular carcinoma (HCC).</br></a><font color='red'>gene</font> <font color='blue'>treatment </font> <font color='green'>hepatocellular carcinoma</font></p>,82,106,to,NOM,236
238,,Neoplasms,TREATS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10706550' target='_blank'>Adenoviral delivery of       PNP followed by fludarabine administration prevented subcutaneous and       intrahepatic tumor formation in nude mice and was also effective for the       treatment of established tumors.</br></a><font color='red'>PNP</font> <font color='blue'>treatment </font> <font color='green'>tumors</font></p>,NA,167,to,NOM,237
239,fludarabine,Liver carcinoma,TREATS,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10706550' target='_blank'>These results demonstrate the potential of the       PNP/fludarabine system for the treatment of HCC.</br></a><font color='red'>fludarabine</font> <font color='blue'>treatment </font> <font color='green'>HCC</font></p>,126,106,to,NOM,238
240,DNA Methylation,GSTP1 gene,AFFECTS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10717233' target='_blank'>We report here that the pathogenesis of hepatocellular carcinoma       (HCC), one of the most common cancers in the world, frequently involves an       accumulation of somatic <CpG island> DNA methylation changes at GSTP1, the gene       encoding the pi-class glutathione S-transferase.</br></a><font color='red'>DNA methylation</font> <font color='blue'>changes </font> <font color='green'>GSTP1</font></p>",127,211,to,VERB,239
241,CpG Islands,Liver carcinoma,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10717233' target='_blank'>The data indicate that GSTP1 <CpG island> DNA hypermethylation       changes appear frequently in human HCC.</br></a><font color='red'>CpG island</font> <font color='blue'>in </font> <font color='green'>HCC</font></p>,128,106,to,PREP,240
242,NME1 gene,Colorectal Cancer,ASSOCIATED_WITH,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10719723' target='_blank'>Genomic alterations at the long arm of chromosome 17, and in particular at the       nm23 locus, are still controversial in colorectal cancer (CRC).</br></a><font color='red'>nm23</font> <font color='blue'>in </font> <font color='green'>colorectal cancer</font></p>",129,186,to,PREP,241
243,ASPH gene,Disease,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10728685' target='_blank'>We found that HAAH gene expression was       undetectable during bile duct proliferation in both human disease and rat models        as compared with cholangiocarcinoma.</br></a><font color='red'>HAAH</font> <font color='blue'>in </font> <font color='green'>disease</font></p>,130,165,to,PREP,242
244,Enzymes,metaplastic cell transformation,TREATS,"<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10728685' target='_blank'>Overexpression of HAAH in NIH-3T3 cells was        associated with generation of a malignant phenotype, and enzymatic activity was       required for cellular transformation.</br></a><font color='red'>enzymatic</font> <font color='blue'>for </font> <font color='green'>cellular transformation</font></p>",131,212,to,PREP,243
245,ASPH gene,metaplastic cell transformation,ASSOCIATED_WITH,<p><a href='http://www.ncbi.nlm.nih.gov/pubmed/?term=10728685' target='_blank'>These findings suggest that overexpression        of HAAH is linked to cellular transformation of biliary epithelial cells.</br></a><font color='red'>HAAH</font> <font color='blue'>linked </font> <font color='green'>cellular transformation</font></p>,130,212,to,VERB,244
