id,cui,name,semtypes,text,entrezID,entrezName
D10676663.E80,C0205245,Functional,ftcn,Functional,,
D10676663.E81,C2945687,Differentiation,ftcn,Drg-1,,
D10676663.E82,C0439849,Relationships,qlco,Drg-1,,
D10676663.E83,C0017337,Genes,gngm,Drg-1,,
D10676663.E84,C0278484,Malignant neoplasm of colon stage IV,neop,metastatic colon cancer,,
D10676663.E85,C0007634,Cells,cell,cells,,
D10676663.E86,C1533691,in vitro,qlco,in vitro,,
D10676663.E87,C0065749,matrigel,"aapp,irda",Matrigel,,
D10676663.E88,C1260953,Suppressed,ftcn,suppressed,,
D10676663.E89,C1515655,in vivo,spco,in vivo,,
D10676663.E90,C0494165,Secondary malignant neoplasm of liver,neop,liver metastases,,
D10676663.E91,C0025932,"Mice, Nude",mamm,nude mice,,
D10676663.E92,C2945687,Differentiation,ftcn,Drg-1,,
D10676663.E93,C0439849,Relationships,qlco,Drg-1,,
D10676663.E94,C0017337,Genes,gngm,Drg-1,,
D10676663.E95,C0278484,Malignant neoplasm of colon stage IV,neop,colon cancer metastasis,,
D10676663.E96,C0205263,Induce (action),ftcn,inducing,,
D10676663.E97,C1281569,Entire colon,bpoc,colon,,
D10676663.E98,C0334227,"Tumor cells, malignant",cell,cancer cell,,
D10676663.E99,C2945687,Differentiation,ftcn,differentiation,,
D10676663.E100,C0031437,Phenotype,orga,phenotype,,
D10680884.E1,C2945687,Differentiation,ftcn,Differentiation,,
D10680884.E2,C1265994,Clear cell tumor,neop,clear cell tumors,,
D10680884.E3,C0023884,Liver,bpoc,liver,,
D10680884.E4,C0162788,In Situ Hybridization,mbrt,in       situ hybridization,,
D10680884.E5,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10680884.E6,C0035696,"RNA, Messenger","bacs,nnon",messenger RNA,,
D10680884.E7,C1265994,Clear cell tumor,neop,Clear cell neoplasms,,
D10680884.E8,C0205054,Hepatic,blor,hepatic,,
D10680884.E9,C1334721,Metastatic Mass,fndg,metastatic hepatic masses,,
D10680884.E10,C1299586,Has difficulty doing (qualifier value),fndg,difficult,,
D10680884.E11,C0205462,Histologic,ftcn,histologically,,
D10680884.E12,C2239176,Liver carcinoma,neop,hepatocellular       carcinoma,,
D10680884.E13,C0205402,Prominent,qlco,prominent,,
D10680884.E14,C2963144,Clear,qlco,clear,,
D10680884.E15,C1562749,Cell feature,orga,cell features,,
D10680884.E16,C0700321,Small,qnco,small,,
D10680884.E17,C0677862,Biopsy sample,tisu,biopsy       specimens,,
D10680884.E18,C0162788,In Situ Hybridization,mbrt,In situ hybridization,,
D10680884.E19,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10680884.E20,C0035696,"RNA, Messenger","bacs,nnon",messenger RNA,,
D10680884.E21,C0332324,Sensitive,ftcn,sensitive,,
D10680884.E22,C1511790,Detection,topp,detection,,
D10680884.E23,C2697585,Hepatocellular,qlco,hepatocellular,,
D10680884.E24,C2945687,Differentiation,ftcn,differentiation,,
D10680884.E25,C0042153,utilization qualifier,ftcn,use,,
D10680884.E26,C0205396,Identified,qlco,identification,,
D10680884.E27,C1333067,Clear Cell Hepatocellular Carcinoma,neop,clear cell HCC,,
D10680884.E28,C1518422,Negation,ftcn,not,,
D10680884.E29,C0868928,Case (situation),ftcn,cases,,
D10680884.E30,C2239176,Liver carcinoma,neop,hepatocellular carcinoma,,
D10680884.E31,C1077578,Bikinia le-testui,plnt,Mayo,,
D10680884.E32,C0002424,Ambulatory Care Facilities,"hcro,mnob",Clinic,,
D10680884.E33,C0868928,Case (situation),ftcn,cases,,
D10680884.E34,C0547044,Smaller,qlco,least,,
D10680884.E35,C3842588,30%,fndg,30%,,
D10680884.E36,C1514721,Range,qnco,range,,
D10680884.E37,C3842588,30%,fndg,30%,,
D10680884.E38,C0439083,>90,qnco,90%,,
D10680884.E39,C0549183,Midline (qualifier value),spco,median,,
D10680884.E40,C3842585,60%,fndg,60%,,
D10680884.E41,C0229473,Cell of Claudius,cell,clear cells,,
D10680884.E42,C0162788,In Situ Hybridization,mbrt,ISH,,
D10680884.E43,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10680884.E44,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10680884.E45,C1441616,Immunohistochemical,lbpr,immunohistochemical,,
D10680884.E46,,,gngm,AFP,174,AFP
D10680884.E47,,,gngm,CEA,"1048,1084,5670","CEACAM5,CEACAM3,PSG2"
D10680884.E48,C0229671,Serum,bdsu,serum,,
D10680884.E49,,,gngm,AFP,174,AFP
D10680884.E50,C0677043,Histopathology,bmod,histopathologic,,
D10680884.E51,C0936012,Analysis,resa,analyses,,
D10680884.E52,C0027651,Neoplasms,neop,tumor,,
D10680884.E53,C3816449,Forty,qnco,Forty,,
D10680884.E54,C0205448,Two,qnco,two,,
D10680884.E55,C1265994,Clear cell tumor,neop,clear cell tumors,,
D10680884.E56,C0009932,Control Groups,grup,control group,,
D10680884.E57,C1265994,Clear cell tumor,neop,clear       cell tumors,,
D10680884.E58,C0023884,Liver,bpoc,liver,,
D10680884.E59,C0007134,Renal Cell Carcinoma,neop,renal cell carcinomas,,
D10680884.E60,C0206686,Adrenocortical carcinoma,neop,adrenal cortical       carcinomas,,
D10680884.E61,C1265994,Clear cell tumor,neop,clear cell tumors,,
D10680884.E62,C0035359,Retroperitoneal Space,bsoj,retroperitoneum,,
D10680884.E63,C0007134,Renal Cell Carcinoma,neop,renal       cell carcinomas,,
D10680884.E64,C0206667,Adrenal Cortical Adenoma,neop,adrenal cortical adenomas,,
D10680884.E65,C0206686,Adrenocortical carcinoma,neop,adrenal cortical carcinomas,,
D10680884.E66,C0029925,Ovarian Carcinoma,neop,ovarian carcinomas,,
D10680884.E67,C0162788,In Situ Hybridization,mbrt,ISH,,
D10680884.E68,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10680884.E69,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10680884.E70,C0205332,Reactive,qlco,reactive,,
D10680884.E71,C0868928,Case (situation),ftcn,cases,,
D10680884.E72,C1333067,Clear Cell Hepatocellular Carcinoma,neop,clear cell HCC,,
D10680884.E73,C1333067,Clear Cell Hepatocellular Carcinoma,neop,Clear cell HCC,,
D10680884.E74,,,gngm,AFP,174,AFP
D10680884.E75,C0868928,Case (situation),ftcn,cases,,
D10680884.E76,C3842586,50%,fndg,50%,,
D10680884.E77,,,gngm,CEA,"1048,1084,5670","CEACAM5,CEACAM3,PSG2"
D10680884.E78,C0868928,Case (situation),ftcn,cases,,
D10680884.E79,C0027651,Neoplasms,neop,Tumors,,
D10680884.E80,C3844638,Either,fndg,either,,
D10680884.E81,,,gngm,AFP,174,AFP
D10680884.E82,,,gngm,CEA,"1048,1084,5670","CEACAM5,CEACAM3,PSG2"
D10680884.E83,C0868928,Case (situation),ftcn,cases,,
D10680884.E84,C0205250,High,qlco,Elevated,,
D10680884.E85,C0229671,Serum,bdsu,serum,,
D10680884.E86,,,gngm,AFP,174,AFP
D10680884.E87,C0150312,Present,qnco,present,,
D10680884.E88,C0868928,Case (situation),ftcn,cases,,
D10680884.E89,C1274040,Result,ftcn,results,,
D10680884.E90,C0162788,In Situ Hybridization,mbrt,ISH,,
D10680884.E91,C0001924,Albumins,"aapp,bacs",albumin,213,ALB
D10680884.E92,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10680884.E93,C3827682,Useful,qlco,useful,,
D10680884.E94,C0449851,Techniques,ftcn,method,,
D10680884.E95,C1333067,Clear Cell Hepatocellular Carcinoma,neop,clear cell       HCC,,
D10680884.E96,C0206681,"Adenocarcinoma, Clear Cell",neop,clear cell carcinomas,,
D10680884.E97,C0023884,Liver,bpoc,liver,,
D10680884.E98,C1265994,Clear cell tumor,neop,clear cell       neoplasms,,
D10680884.E99,C0035359,Retroperitoneal Space,bsoj,retroperitoneum,,
D10692445.E1,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E2,C0162638,Apoptosis,celf,apoptosis,,
D10692445.E3,C0162493,Transcriptional Activation,genf,transcriptional activation,,
D10692445.E4,,,gngm,Fas,355,FAS
D10692445.E5,,,gngm,CD95,355,FAS
D10692445.E6,C1112306,adenovirus hepatitis,dsyn,adenoviral hepatitis,,
D10692445.E7,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E8,C0205224,Essential,qlco,essential,,
D10692445.E9,C0038952,Continuance of life,acty,survival,,
D10692445.E10,C1521761,Factor,ftcn,factor,,
D10692445.E11,C0439064,Numerous,qnco,several,,
D10692445.E12,C0205463,Physiological,ftcn,physiological,,
D10692445.E13,C0348080,Condition,qlco,conditions,,
D10692445.E14,C0023884,Liver,bpoc,liver,,
D10692445.E15,C0013936,Embryonic Development,ortf,embryonal liver development,,
D10692445.E16,C0023907,Liver Regeneration,ortf,liver regeneration,,
D10692445.E17,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E18,C0205225,Primary,qlco,main,,
D10692445.E19,C0007634,Cells,cell,cellular,,
D10692445.E20,C2346866,Assortment,cnce,variety,,
D10692445.E21,C0521119,Extracellular,celc,extracellular,,
D10692445.E22,C0038435,Stress,fndg,stress,,
D10692445.E23,C0234402,Stimulus,phpr,stimuli,,
D10692445.E24,C0521026,Viral,ftcn,viral,,
D10692445.E25,C0205263,Induce (action),ftcn,induced,,
D10692445.E26,C1819995,Host Cell,celc,host cell,,
D10692445.E27,C0162638,Apoptosis,celf,apoptosis,,
D10692445.E28,C1701901,Conditional,qlco,dependent,,
D10692445.E29,C1523116,positive regulation of NF-kappaB transcription factor activity,celf,NFkappaB activation,,
D10692445.E30,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E31,C0042769,Virus Diseases,dsyn,viral infection,,
D10692445.E32,C0439831,Rapid,qlco,rapid,,
D10692445.E33,C1704686,Initiation,ftcn,initiating,,
D10692445.E34,C0020969,"Immunity, Innate",orga,innate immune response,,
D10692445.E35,C1883540,Viral Particle Unit,qnco,viral particles,,
D10692445.E36,C0079904,NF-kappa B,"aapp,imft",NFkB,,
D10692445.E37,C1517886,Limited stage (cancer stage),clas,early       phase,,
D10692445.E38,C1112306,adenovirus hepatitis,dsyn,adenoviral hepatitis,,
D10692445.E39,C1425014,NDE1 gene,gngm,nude,54820,NDE1
D10692445.E40,C2986594,Mouse Model,emod,mouse model,,
D10692445.E41,C1510800,Adenoviral Vector,nnon,adenoviral vector,,
D10692445.E42,C0596988,mutant,comd,mutant,,
D10692445.E43,C1522492,Formation,ftcn,form,,
D10692445.E44,C1334877,NFKBIA gene,gngm,IkappaBalpha,4792,NFKBIA
D10692445.E45,C0022959,LacZ Genes,gngm,LacZ,,
D10692445.E46,C1510800,Adenoviral Vector,nnon,adenoviral vector,,
D10692445.E47,C0079904,NF-kappa B,"aapp,imft",NFkB,,
D10692445.E48,C0012854,DNA,"bacs,nnon",DNA,,
D10692445.E49,C0162493,Transcriptional Activation,genf,up-regulation,,
D10692445.E50,,,gngm,Fas,355,FAS
D10692445.E51,,,gngm,CD95,355,FAS
D10692445.E52,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10692445.E53,C1518422,Negation,ftcn,not,,
D10692445.E54,C0253023,Tumor Necrosis Factor Ligand Superfamily Member 6,"aapp,bacs",FasL,356,FASLG
D10692445.E55,,,gngm,CD95L,356,FASLG
D10692445.E56,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10692445.E57,C1517886,Limited stage (cancer stage),clas,early phase,,
D10692445.E58,C1112306,adenovirus hepatitis,dsyn,adenoviral       hepatitis,,
D10692445.E59,C0439831,Rapid,qlco,rapid,,
D10692445.E60,C0442805,Increase,ftcn,increase,,
D10692445.E61,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E62,C1148673,dna binding,genf,DNA binding,,
D10692445.E63,C0851887,Adenoviral infections,dsyn,adenoviral infection,,
D10692445.E64,C0023884,Liver,bpoc,liver,,
D10692445.E65,C0442824,Very,qlco,very,,
D10692445.E66,C0126732,I Kappa B-Alpha,"aapp,bacs",IkappaBalpha,,
D10692445.E67,C0022959,LacZ Genes,gngm,LacZ,,
D10692445.E68,C0042776,Virus,virs,virus,,
D10692445.E69,C0126732,I Kappa B-Alpha,"aapp,bacs",IkappaBalpha,,
D10692445.E70,C1510800,Adenoviral Vector,nnon,adenoviral vector,,
D10692445.E71,C0442805,Increase,ftcn,increase,,
D10692445.E72,,,gngm,Fas,355,FAS
D10692445.E73,,,gngm,CD95,355,FAS
D10692445.E74,C1515670,mRNA Expression,genf,mRNA expression,,
D10692445.E75,C0442824,Very,qlco,very,,
D10692445.E76,C1517886,Limited stage (cancer stage),clas,early phase,,
D10692445.E77,C0019158,Hepatitis,dsyn,hepatitis,,
D10692445.E78,C0206414,"Genes, Reporter",gngm,Reporter gene,,
D10692445.E79,C0681814,research study,resa,experiments,,
D10692445.E80,C0023903,Liver neoplasms,neop,hepatoma,,
D10692445.E81,C0007600,Cultured Cell Line,cell,cell lines,,
D10692445.E82,,,gngm,Fas,355,FAS
D10692445.E83,C0086860,promoter,"bacs,nnon",promoter,,
D10692445.E84,C0024075,Luciferases,"aapp,enzy,irda",luciferase,,
D10692445.E85,C2827421,Construct,clas,construct,,
D10692445.E86,C0035143,"Repression, Psychology",menp,repression,,
D10692445.E87,,,gngm,Fas,355,FAS
D10692445.E88,,,gngm,CD95,355,FAS
D10692445.E89,C0035696,"RNA, Messenger","bacs,nnon",mRNA,,
D10692445.E90,C0126732,I Kappa B-Alpha,"aapp,bacs",IkappaBalpha,,
D10692445.E91,C0205245,Functional,ftcn,functional,,
D10692445.E92,C2347946,Relevance,qlco,relevance,,
D10692445.E93,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E94,C1701901,Conditional,qlco,dependent,,
D10692445.E95,C0442805,Increase,ftcn,increase,,
D10692445.E96,,,gngm,Fas,355,FAS
D10692445.E97,,,gngm,CD95,355,FAS
D10692445.E98,C0040649,"Transcription, Genetic",genf,transcription,,
D10692445.E99,C0291573,caspase-3,"aapp,enzy",caspase 3,,
D10692445.E100,C1510438,Assay,lbpr,assays,,
D10692445.E101,C0057470,deoxyuridine triphosphate,nnon,nick,,
D10692445.E102,C0600528,In Situ Nick-End Labeling,mbrt,terminal dUTP nick-end labeling,,
D10692445.E103,C0022885,Laboratory Procedures,lbpr,tests,,
D10692445.E104,C0126732,I Kappa B-Alpha,"aapp,bacs",IkappaBalpha,,
D10692445.E105,C0851887,Adenoviral infections,dsyn,adenoviral infection,,
D10692445.E106,C0392756,Reduced,qlco,reduced,,
D10692445.E107,C1150132,caspase-3 activity,moft,caspase 3 activity,,
D10692445.E108,C1517886,Limited stage (cancer stage),clas,early phase,,
D10692445.E109,C0042721,Viral hepatitis,dsyn,viral hepatitis,,
D10692445.E110,C0199176,Prophylactic treatment,topp,prevention,,
D10692445.E111,C3269241,hepatocyte apoptotic process,celf,liver cell apoptosis,,
D10692445.E112,C0001483,Adenoviruses,virs,adenoviral,,
D10692445.E113,C2603343,Study,resa,study,,
D10692445.E114,C0205314,New,qlco,new,,
D10692445.E115,C3546359,pro-apoptosis,celf,pro-apoptotic,,
D10692445.E116,C0542341,Function,ftcn,function,,
D10692445.E117,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E118,,,gngm,Fas,355,FAS
D10692445.E119,,,gngm,CD95,355,FAS
D10692445.E120,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",mediated,,
D10692445.E121,C0162638,Apoptosis,celf,apoptosis,,
D10692445.E122,C0227525,Hepatocyte,cell,hepatocytes,,
D10692445.E123,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E124,C3269241,hepatocyte apoptotic process,celf,liver cell apoptosis,,
D10692445.E125,C0042769,Virus Diseases,dsyn,viral       infection,,
D10692445.E126,C0205390,Phase,tmco,phase,,
D10692445.E127,C0041368,Tumor Necrosis Factors,"aapp,imft",tumor necrosis factor-alpha,,
D10692445.E128,C0040223,Time,tmco,time,,
D10692445.E129,C0041368,Tumor Necrosis Factors,"aapp,imft",tumor necrosis factor-alpha,,
D10692445.E130,C0229671,Serum,bdsu,serum,,
D10692445.E131,C2987124,Patient Reported Outcome,inpr,pro,,
D10692445.E132,C1512772,Negative Regulation of Apoptosis,celf,anti-apoptotic,,
D10692445.E133,C0079904,NF-kappa B,"aapp,imft",NFkappaB,4790,NFKB1
D10692445.E134,C0205172,More,ftcn,more,,
D10692445.E135,C0349590,Nature,idcn,nature,,
D10692445.E136,C0011065,Cessation of life,orgf,death,,
D10692445.E137,C0234402,Stimulus,phpr,stimulus,,
D10692445.E138,C0439659,Beginning,tmco,origin,,
D10692769.E1,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E2,C1167214,catenin complex,celc,catenin complex,,
D10692769.E3,C0685938,Malignant neoplasm of gastrointestinal tract,neop,gastrointestinal cancer,,
D10692769.E4,C0006826,Malignant Neoplasms,neop,Cancer,,
D10692769.E5,C0019247,Hereditary Diseases,dsyn,genetic disease,,
D10692769.E6,C0017428,Genome,gngm,genome,,
D10692769.E7,C0334227,"Tumor cells, malignant",cell,cancer cells,,
D10692769.E8,C0178874,Tumor Progression,neop,tumour       progression,,
D10692769.E9,C0439064,Numerous,qnco,multiple,,
D10692769.E10,C1515926,Alteration,idcn,alterations,,
D10692769.E11,C2954564,Suppressor,phsu,suppressor,,
D10692769.E12,C0314621,Operator gene,gngm,promoter genes,,
D10692769.E13,C1517945,Loss,qnco,loss,,
D10692769.E14,C0019868,Homeostasis,biof,homeostatic,,
D10692769.E15,C1517378,Gain,qnco,gain,,
D10692769.E16,C3828709,Oncogenicity,clna,oncogenic,,
D10692769.E17,C0542341,Function,ftcn,functions,,
D10692769.E18,C1511545,Critical,qlco,critical,,
D10692769.E19,C1705117,Increment,qnco,step,,
D10692769.E20,C0006826,Malignant Neoplasms,neop,malignancy,,
D10692769.E21,C0549178,Continuous,idcn,continuous,,
D10692769.E22,C1521991,Molecular,qlco,molecular,,
D10692769.E23,C0871703,conversation,socb,conversation,,
D10692769.E24,C0334227,"Tumor cells, malignant",cell,cancer cells,,
D10692769.E25,C0007634,Cells,cell,cells,,
D10692769.E26,C0015350,Extracellular Matrix,tisu,extracellular matrix,,
D10692769.E27,C0007578,Cell Adhesion Molecules,"aapp,bacs",adhesion molecules,,
D10692769.E28,C0205447,One,qnco,One,,
D10692769.E29,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E30,C0150312,Present,qnco,present,,
D10692769.E31,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E32,C1415205,GPNMB gene,gngm,transmembrane       glycoprotein,10457,GPNMB
D10692769.E33,C0439855,Complex,qlco,complex,,
D10692769.E34,C1333198,Cytoplasmic Protein,"aapp,bacs",cytoplasmic proteins,,
D10692769.E35,C1564904,Catenins,"aapp,bacs",catenins,,
D10692769.E36,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E37,C0025979,Microfilaments,celc,actin cytoskeleton,,
D10692769.E38,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E39,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",mediated,,
D10692769.E40,C0001511,Tissue Adhesions,patf,adhesion,,
D10692769.E41,C0009452,Communication,socb,communication,,
D10692769.E42,C0681814,research study,resa,experiments,,
D10692769.E43,C1533691,in vitro,qlco,in vitro,,
D10692769.E44,C1515655,in vivo,spco,in vivo,,
D10692769.E45,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E46,C1167214,catenin complex,celc,catenin complex,,
D10692769.E47,C0079613,Adoptive Immunotherapy,topp,acts,,
D10692769.E48,C2954564,Suppressor,phsu,suppressor,,
D10692769.E49,C3266814,Action,acty,action,,
D10692769.E50,C1518422,Negation,ftcn,not,,
D10692769.E51,C0205171,Singular,qnco,only,,
D10692769.E52,C3821327,cell-cell adhesion,celf,cell-cell adhesion,,
D10692769.E53,C1160185,transduction,orgf,transduction,,
D10692769.E54,C1710082,Signal,phpr,signals,,
D10692769.E55,C0007608,cell motility,celf,cell's motility,,
D10692769.E56,C0449913,System,ftcn,system,,
D10692769.E57,C1514850,Replication Error,comd,replication error,,
D10692769.E58,C1446409,Positive,qlco,positive,,
D10692769.E59,C0007102,Malignant tumor of colon,neop,colon cancer,,
D10692769.E60,C0427861,Human cells,lbtr,human colon cancer cell,,
D10692769.E61,C0018935,Hematocrit procedure,lbpr,HCT-,,
D10692769.E62,C3843259,Line 8,fndg,line HCT-8,,
D10692769.E63,C1413795,CTNNA1 gene,gngm,alpha       E-catenin,1495,CTNNA1
D10692769.E64,C0017337,Genes,gngm,gene,,
D10692769.E65,C1413795,CTNNA1 gene,gngm,CTNNA1,1495,CTNNA1
D10692769.E66,C0017372,"Genes, Suppressor",gngm,suppressor gene,,
D10692769.E67,C0205303,Non-invasive,ftcn,non-invasive,,
D10692769.E68,C0205281,Invasive,qlco,invasive,,
D10692769.E69,C1442792,State,ftcn,state,,
D10692769.E70,C1293116,Introduction procedure,hlca,introduction,,
D10692769.E71,C0205303,Non-invasive,ftcn,non-invasive,,
D10692769.E72,C0007634,Cells,cell,cells,,
D10692769.E73,C3844638,Either,fndg,either,,
D10692769.E74,C1413795,CTNNA1 gene,gngm,CTNNA1,1495,CTNNA1
D10692769.E75,C1883559,Wild Type,gngm,wild type,,
D10692769.E76,C1563392,"MSH6 protein, human","aapp,bacs",hMSH6,2956,MSH6
D10692769.E77,C1155661,Mismatch Repair,genf,mismatch repair,,
D10692769.E78,C0017337,Genes,gngm,gene,,
D10692769.E79,C1332803,CTNNB1 gene,gngm,beta-catenin,1499,CTNNB1
D10692769.E80,C0439855,Complex,qlco,complex,,
D10692769.E81,C0001430,Adenoma,neop,adenomatous,,
D10692769.E82,C0334108,Multiple polyps,neop,polyposis,,
D10692769.E83,C0006826,Malignant Neoplasms,neop,cancer,,
D10692769.E84,C0033684,Proteins,"aapp,bacs",protein,,
D10692769.E85,C3540812,PROC wt Allele,gngm,APC,324,APC
D10692769.E86,C1527249,Colorectal Cancer,neop,colorectal cancer,,
D10692769.E87,C0026882,Mutation,genf,mutation,,
D10692769.E88,C3844638,Either,fndg,either,,
D10692769.E89,C3540812,PROC wt Allele,gngm,APC,324,APC
D10692769.E90,C1332803,CTNNB1 gene,gngm,beta-catenin,1499,CTNNB1
D10692769.E91,C3828709,Oncogenicity,clna,oncogenic,,
D10692769.E92,C0013081,Down-Regulation,moft,Downregulation,,
D10692769.E93,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E94,C1167214,catenin complex,celc,catenin       complex,,
D10692769.E95,C0439064,Numerous,qnco,several,,
D10692769.E96,C0596611,Gene Mutation,genf,gene mutations,,
D10692769.E97,C0025723,Methylation,moft,methylation,,
D10692769.E98,C0056912,cytidylyl-3'-5'-guanosine,"bacs,nnon",CpG dinucleotides,,
D10692769.E99,C0033413,"Promoter Regions, Genetic","bacs,nnon",promotor region,,
D10692769.E100,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E101,C1519726,Tyrosine Phosphorylation,moft,tyrosine       phosphorylation,,
D10692769.E102,C0105770,beta catenin,"aapp,bacs",beta-catenin,,
D10692769.E103,C0699040,Cell surface,celc,cell surface,,
D10692769.E104,C0033692,Proteoglycan,"aapp,bacs",proteoglycans,,
D10692769.E105,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E106,C0597304,Proteolysis,moft,proteolytic,,
D10692769.E107,C0030685,Patient Discharge,hlca,release,,
D10692769.E108,C0332255,Fragment of (qualifier value),ftcn,fragments,,
D10692769.E109,C1820031,extracellular region part,celc,extracellular part,,
D10692769.E110,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E111,C0162493,Transcriptional Activation,genf,Upregulation,,
D10692769.E112,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E113,C1167214,catenin complex,celc,catenin complex,,
D10692769.E114,C1254351,Pharmacologic Substance,phsu,agents,,
D10692769.E115,C0086418,Homo sapiens,humn,human,,
D10692769.E116,C0685938,Malignant neoplasm of gastrointestinal tract,neop,gastrointestinal cancers,,
D10692769.E117,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E118,C0439849,Relationships,qlco,related,,
D10692769.E119,C1704241,complex (molecular entity),chvs,complexes,,
D10692769.E120,C2947019,Pivot,food,pivotal,,
D10692769.E121,C0449258,Progression,ftcn,progression,,
D10692769.E122,C0027651,Neoplasms,neop,tumours,,
D10692769.E123,C0026882,Mutation,genf,Mutations,,
D10692769.E124,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E125,C0017337,Genes,gngm,gene,,
D10692769.E126,C0206530,Germ-Line Mutation,genf,germline mutations,,
D10692769.E127,C2010501,diffuse carcinoma of the stomach,neop,diffuse gastric carcinoma,,
D10692769.E128,C0056912,cytidylyl-3'-5'-guanosine,"bacs,nnon",CpG,,
D10692769.E129,C0025723,Methylation,moft,methylation,,
D10692769.E130,C0033413,"Promoter Regions, Genetic","bacs,nnon",promotor region,,
D10692769.E131,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E132,C2239176,Liver carcinoma,neop,hepatocellular carcinomas,,
D10692769.E133,C0026882,Mutation,genf,mutations,,
D10692769.E134,C3540812,PROC wt Allele,gngm,APC,324,APC
D10692769.E135,C0079427,Tumor Suppressor Genes,gngm,tumour suppressor gene,,
D10692769.E136,C1332803,CTNNB1 gene,gngm,beta-catenin,1499,CTNNB1
D10692769.E137,C0029016,Oncogenes,gngm,oncogene,,
D10692769.E138,C1527249,Colorectal Cancer,neop,colorectal       cancers,,
D10692769.E139,C0023866,Literature,inpr,literature,,
D10692769.E140,C2699787,Disturbance,qlco,disturbance,,
D10692769.E141,C1441616,Immunohistochemical,lbpr,immunohistochemical,,
D10692769.E142,C0449774,Patterns,spco,patterns,,
D10692769.E143,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E144,C0685938,Malignant neoplasm of gastrointestinal tract,neop,gastrointestinal cancers,,
D10692769.E145,C0009671,Conflict (Psychology),inbe,Conflicting,,
D10692769.E146,C0871010,opinion,menp,opinions,,
D10692769.E147,C0220901,prognostic,inpr,prognostic,,
D10692769.E148,C1441616,Immunohistochemical,lbpr,immunohistochemical,,
D10692769.E149,C0443127,Aberrant,qlco,aberrations,,
D10692769.E150,C0021044,Immunohistochemistry,diap,immunohistochemistry,,
D10692769.E151,C0694872,CDH1 gene,gngm,E-cadherin,999,CDH1
D10692769.E152,C1564904,Catenins,"aapp,bacs",catenins,,
D10692769.E153,C0220901,prognostic,inpr,prognostic,,
D10692769.E154,C0456774,Histological grading systems,inpr,histological grading       systems,,
D10692769.E155,C0871010,opinion,menp,opinion,,
D10692769.E156,C0205164,Major,qlco,major,,
D10692769.E157,C0814225,benefit,qnco,benefit,,
D10692769.E158,C0042172,E-Cadherin,"aapp,bacs",E-cadherin,,
D10692769.E159,C0127400,Mediator brand of benfluorex hydrochloride,"orch,phsu",mediated,,
D10692769.E160,C1704259,Biochemical Pathway,moft,pathways,,
D10692769.E161,C1527148,Development,ftcn,development,,
D10692769.E162,C0205314,New,qlco,new,,
D10692769.E163,C0683468,invasive treatment,topp,invasive treatment,,
D10699924.E1,C0334590,Anaplastic Oligodendroglioma,neop,Malignant,,
D10699924.E2,C3714584,"Transformation, function",phsf,transformation,,
D10699924.E3,C3811844,Estimated Glomerular Filtration Rate,lbpr,EGFR,,
